序号,土地用途分区代码,土地用途分区名称
75047,209,其他建设用地
75048,209,其他建设用地
75049,209,其他建设用地
75050,209,其他建设用地
75051,209,其他建设用地
75052,31,城镇建设用地区
75053,31,城镇建设用地区
75054,31,城镇建设用地区
75055,31,城镇建设用地区
75056,31,城镇建设用地区
75057,31,城镇建设用地区
75058,31,城镇建设用地区
75059,31,城镇建设用地区
75060,31,城镇建设用地区
75061,31,城镇建设用地区
75062,31,城镇建设用地区
75063,31,城镇建设用地区
75064,31,城镇建设用地区
75065,31,城镇建设用地区
75066,31,城镇建设用地区
75067,31,城镇建设用地区
75068,31,城镇建设用地区
75069,31,城镇建设用地区
75070,31,城镇建设用地区
75071,31,城镇建设用地区
75072,31,城镇建设用地区
75073,31,城镇建设用地区
75074,31,城镇建设用地区
75075,31,城镇建设用地区
75076,31,城镇建设用地区
75077,31,城镇建设用地区
75078,31,城镇建设用地区
75079,31,城镇建设用地区
75080,31,城镇建设用地区
75081,31,城镇建设用地区
75082,31,城镇建设用地区
75083,31,城镇建设用地区
75084,31,城镇建设用地区
75085,31,城镇建设用地区
75086,31,城镇建设用地区
75087,31,城镇建设用地区
75088,31,城镇建设用地区
75089,31,城镇建设用地区
75090,31,城镇建设用地区
75091,31,城镇建设用地区
75092,31,城镇建设用地区
75093,31,城镇建设用地区
75094,31,城镇建设用地区
75095,31,城镇建设用地区
75096,31,城镇建设用地区
75097,31,城镇建设用地区
75098,31,城镇建设用地区
75099,31,城镇建设用地区
75100,31,城镇建设用地区
75101,31,城镇建设用地区
75102,31,城镇建设用地区
75103,31,城镇建设用地区
75104,31,城镇建设用地区
75105,31,城镇建设用地区
75106,31,城镇建设用地区
75107,31,城镇建设用地区
75108,31,城镇建设用地区
75109,31,城镇建设用地区
75110,31,城镇建设用地区
75111,31,城镇建设用地区
75112,31,城镇建设用地区
75113,31,城镇建设用地区
75114,31,城镇建设用地区
75115,31,城镇建设用地区
75116,31,城镇建设用地区
75117,10,基本农田保护区
75118,10,基本农田保护区
75119,10,基本农田保护区
75120,10,基本农田保护区
75121,10,基本农田保护区
75122,10,基本农田保护区
75123,10,基本农田保护区
75124,10,基本农田保护区
75125,10,基本农田保护区
75126,10,基本农田保护区
75127,10,基本农田保护区
75128,10,基本农田保护区
75129,10,基本农田保护区
75130,10,基本农田保护区
75131,10,基本农田保护区
75132,10,基本农田保护区
75133,10,基本农田保护区
75134,10,基本农田保护区
75135,10,基本农田保护区
75136,10,基本农田保护区
75137,10,基本农田保护区
75138,10,基本农田保护区
75139,10,基本农田保护区
75140,10,基本农田保护区
75141,10,基本农田保护区
75142,10,基本农田保护区
75143,10,基本农田保护区
75144,10,基本农田保护区
75145,10,基本农田保护区
75146,10,基本农田保护区
75147,10,基本农田保护区
75148,10,基本农田保护区
75149,10,基本农田保护区
75150,10,基本农田保护区
75151,10,基本农田保护区
75152,10,基本农田保护区
75153,10,基本农田保护区
75154,10,基本农田保护区
75155,10,基本农田保护区
75156,10,基本农田保护区
75157,10,基本农田保护区
75158,10,基本农田保护区
75159,10,基本农田保护区
75160,10,基本农田保护区
75161,32,村镇建设用地区
75162,32,村镇建设用地区
75163,32,村镇建设用地区
75164,32,村镇建设用地区
75165,32,村镇建设用地区
75166,32,村镇建设用地区
75167,32,村镇建设用地区
75168,32,村镇建设用地区
75169,32,村镇建设用地区
75170,32,村镇建设用地区
75171,32,村镇建设用地区
75172,32,村镇建设用地区
75173,32,村镇建设用地区
75174,32,村镇建设用地区
75175,32,村镇建设用地区
75176,32,村镇建设用地区
75177,32,村镇建设用地区
75178,32,村镇建设用地区
75179,32,村镇建设用地区
75180,32,村镇建设用地区
75181,32,村镇建设用地区
75182,32,村镇建设用地区
75183,32,村镇建设用地区
75184,32,村镇建设用地区
75185,32,村镇建设用地区
75186,32,村镇建设用地区
75187,32,村镇建设用地区
75188,32,村镇建设用地区
75189,32,村镇建设用地区
75190,32,村镇建设用地区
75191,32,村镇建设用地区
75192,32,村镇建设用地区
75193,32,村镇建设用地区
75194,32,村镇建设用地区
75195,32,村镇建设用地区
75196,32,村镇建设用地区
75197,32,村镇建设用地区
75198,32,村镇建设用地区
75199,32,村镇建设用地区
75200,32,村镇建设用地区
75201,32,村镇建设用地区
75202,32,村镇建设用地区
75203,32,村镇建设用地区
75204,32,村镇建设用地区
75205,32,村镇建设用地区
75206,32,村镇建设用地区
75207,32,村镇建设用地区
75208,32,村镇建设用地区
75209,32,村镇建设用地区
75210,32,村镇建设用地区
75211,32,村镇建设用地区
75212,32,村镇建设用地区
75213,32,村镇建设用地区
75214,32,村镇建设用地区
75215,32,村镇建设用地区
75216,32,村镇建设用地区
75217,32,村镇建设用地区
75218,32,村镇建设用地区
75219,32,村镇建设用地区
75220,32,村镇建设用地区
75221,32,村镇建设用地区
75222,32,村镇建设用地区
75223,32,村镇建设用地区
75224,32,村镇建设用地区
75225,32,村镇建设用地区
75226,32,村镇建设用地区
75227,32,村镇建设用地区
75228,32,村镇建设用地区
75229,32,村镇建设用地区
75230,32,村镇建设用地区
75231,32,村镇建设用地区
75232,32,村镇建设用地区
75233,32,村镇建设用地区
75234,32,村镇建设用地区
75235,32,村镇建设用地区
75236,32,村镇建设用地区
75237,32,村镇建设用地区
75238,32,村镇建设用地区
75239,32,村镇建设用地区
75240,32,村镇建设用地区
75241,32,村镇建设用地区
75242,32,村镇建设用地区
75243,32,村镇建设用地区
75244,32,村镇建设用地区
75245,32,村镇建设用地区
75246,32,村镇建设用地区
75247,32,村镇建设用地区
75248,32,村镇建设用地区
75249,32,村镇建设用地区
75250,32,村镇建设用地区
75251,32,村镇建设用地区
75252,32,村镇建设用地区
75253,32,村镇建设用地区
75254,32,村镇建设用地区
75255,32,村镇建设用地区
75256,32,村镇建设用地区
75257,32,村镇建设用地区
75258,32,村镇建设用地区
75259,32,村镇建设用地区
75260,32,村镇建设用地区
75261,32,村镇建设用地区
75262,32,村镇建设用地区
75263,32,村镇建设用地区
75264,32,村镇建设用地区
75265,32,村镇建设用地区
75266,32,村镇建设用地区
75267,32,村镇建设用地区
75268,32,村镇建设用地区
75269,32,村镇建设用地区
75270,32,村镇建设用地区
75271,32,村镇建设用地区
75272,32,村镇建设用地区
75273,32,村镇建设用地区
75274,32,村镇建设用地区
75275,32,村镇建设用地区
75276,32,村镇建设用地区
75277,32,村镇建设用地区
75278,32,村镇建设用地区
75279,32,村镇建设用地区
75280,32,村镇建设用地区
75281,32,村镇建设用地区
75282,32,村镇建设用地区
75283,32,村镇建设用地区
75284,32,村镇建设用地区
75285,32,村镇建设用地区
75286,32,村镇建设用地区
75287,32,村镇建设用地区
75288,32,村镇建设用地区
75289,32,村镇建设用地区
75290,32,村镇建设用地区
75291,32,村镇建设用地区
75292,32,村镇建设用地区
75293,32,村镇建设用地区
75294,32,村镇建设用地区
75295,32,村镇建设用地区
75296,32,村镇建设用地区
75297,32,村镇建设用地区
75298,32,村镇建设用地区
75299,32,村镇建设用地区
75300,32,村镇建设用地区
75301,32,村镇建设用地区
75302,32,村镇建设用地区
75303,32,村镇建设用地区
75304,32,村镇建设用地区
75305,32,村镇建设用地区
75306,32,村镇建设用地区
75307,32,村镇建设用地区
75308,32,村镇建设用地区
75309,32,村镇建设用地区
75310,32,村镇建设用地区
75311,32,村镇建设用地区
75312,32,村镇建设用地区
75313,32,村镇建设用地区
75314,32,村镇建设用地区
75315,32,村镇建设用地区
75316,32,村镇建设用地区
75317,32,村镇建设用地区
75318,32,村镇建设用地区
75319,32,村镇建设用地区
75320,32,村镇建设用地区
75321,32,村镇建设用地区
75322,32,村镇建设用地区
75323,32,村镇建设用地区
75324,32,村镇建设用地区
75325,32,村镇建设用地区
75326,32,村镇建设用地区
75327,32,村镇建设用地区
75328,32,村镇建设用地区
75329,32,村镇建设用地区
75330,32,村镇建设用地区
75331,32,村镇建设用地区
75332,32,村镇建设用地区
75333,32,村镇建设用地区
75334,32,村镇建设用地区
75335,32,村镇建设用地区
75336,32,村镇建设用地区
75337,32,村镇建设用地区
75338,32,村镇建设用地区
75339,32,村镇建设用地区
75340,32,村镇建设用地区
75341,32,村镇建设用地区
75342,32,村镇建设用地区
75343,32,村镇建设用地区
75344,32,村镇建设用地区
75345,32,村镇建设用地区
75346,32,村镇建设用地区
75347,32,村镇建设用地区
75348,32,村镇建设用地区
75349,32,村镇建设用地区
75350,32,村镇建设用地区
75351,32,村镇建设用地区
75352,32,村镇建设用地区
75353,32,村镇建设用地区
75354,32,村镇建设用地区
75355,32,村镇建设用地区
75356,32,村镇建设用地区
75357,32,村镇建设用地区
75358,32,村镇建设用地区
75359,32,村镇建设用地区
75360,32,村镇建设用地区
75361,32,村镇建设用地区
75362,32,村镇建设用地区
75363,32,村镇建设用地区
75364,32,村镇建设用地区
75365,32,村镇建设用地区
75366,32,村镇建设用地区
75367,32,村镇建设用地区
75368,32,村镇建设用地区
75369,32,村镇建设用地区
75370,32,村镇建设用地区
75371,32,村镇建设用地区
75372,32,村镇建设用地区
75373,32,村镇建设用地区
75374,32,村镇建设用地区
75375,32,村镇建设用地区
75376,32,村镇建设用地区
75377,32,村镇建设用地区
75378,32,村镇建设用地区
75379,32,村镇建设用地区
75380,32,村镇建设用地区
75381,32,村镇建设用地区
75382,32,村镇建设用地区
75383,32,村镇建设用地区
75384,32,村镇建设用地区
75385,32,村镇建设用地区
75386,32,村镇建设用地区
75447,32,村镇建设用地区
75448,32,村镇建设用地区
75449,32,村镇建设用地区
75450,32,村镇建设用地区
75451,32,村镇建设用地区
75452,32,村镇建设用地区
75453,32,村镇建设用地区
75454,32,村镇建设用地区
75455,32,村镇建设用地区
75456,32,村镇建设用地区
75457,32,村镇建设用地区
75458,32,村镇建设用地区
75459,32,村镇建设用地区
75460,32,村镇建设用地区
75461,32,村镇建设用地区
75462,32,村镇建设用地区
75463,40,独立工矿区
75464,40,独立工矿区
75465,40,独立工矿区
75466,40,独立工矿区
75467,40,独立工矿区
75468,40,独立工矿区
75469,40,独立工矿区
75470,40,独立工矿区
75471,40,独立工矿区
75472,40,独立工矿区
75473,201,现状公路
75474,201,现状公路
75475,201,现状公路
75476,201,现状公路
75477,201,现状公路
75478,201,现状公路
75479,201,现状公路
75480,201,现状公路
75481,201,现状公路
75482,201,现状公路
75483,201,现状公路
75484,201,现状公路
75485,201,现状公路
75486,201,现状公路
75487,201,现状公路
75488,201,现状公路
75489,201,现状公路
75490,201,现状公路
75491,201,现状公路
75492,201,现状公路
75493,201,现状公路
75494,201,现状公路
75495,201,现状公路
75496,201,现状公路
75497,201,现状公路
75498,201,现状公路
75499,201,现状公路
75500,201,现状公路
75501,201,现状公路
75502,201,现状公路
75503,201,现状公路
75504,201,现状公路
75505,201,现状公路
75506,201,现状公路
75507,201,现状公路
75508,201,现状公路
75509,201,现状公路
75510,201,现状公路
75511,201,现状公路
75512,201,现状公路
75513,201,现状公路
75514,201,现状公路
75515,201,现状公路
75516,201,现状公路
75517,201,现状公路
75518,201,现状公路
75519,201,现状公路
75520,201,现状公路
75521,201,现状公路
75522,201,现状公路
75523,201,现状公路
75524,201,现状公路
75525,201,现状公路
75526,201,现状公路
75527,201,现状公路
75528,201,现状公路
75529,201,现状公路
75530,201,现状公路
75531,201,现状公路
75532,201,现状公路
75533,201,现状公路
75534,201,现状公路
75535,201,现状公路
75536,201,现状公路
75537,205,现状河流水系
75538,205,现状河流水系
75539,203,现状铁路
75540,203,现状铁路
75541,203,现状铁路
75542,203,现状铁路
75543,203,现状铁路
75544,203,现状铁路
75545,203,现状铁路
75546,202,规划公路
75547,202,规划公路
75548,202,规划公路
75549,202,规划公路
75550,202,规划公路
75551,202,规划公路
75552,202,规划公路
75553,202,规划公路
75554,202,规划公路
75555,202,规划公路
75556,202,规划公路
75557,202,规划公路
75558,202,规划公路
75559,202,规划公路
75560,202,规划公路
75561,202,规划公路
75562,202,规划公路
75563,202,规划公路
75564,202,规划公路
75565,202,规划公路
75566,202,规划公路
75567,202,规划公路
75568,202,规划公路
75569,202,规划公路
75570,202,规划公路
75571,202,规划公路
75572,202,规划公路
75573,202,规划公路
75574,202,规划公路
75575,202,规划公路
75576,202,规划公路
75577,202,规划公路
75578,202,规划公路
75579,202,规划公路
75580,202,规划公路
75581,202,规划公路
75582,202,规划公路
75583,202,规划公路
75584,202,规划公路
75585,202,规划公路
75586,202,规划公路
75587,202,规划公路
75588,202,规划公路
75589,202,规划公路
75590,202,规划公路
75591,202,规划公路
75592,202,规划公路
75593,202,规划公路
75594,202,规划公路
75595,202,规划公路
75596,202,规划公路
75597,202,规划公路
75598,202,规划公路
75599,202,规划公路
75600,202,规划公路
75601,202,规划公路
75602,202,规划公路
75603,202,规划公路
75604,202,规划公路
75605,202,规划公路
75606,202,规划公路
75607,202,规划公路
75608,202,规划公路
75609,202,规划公路
75610,202,规划公路
75611,202,规划公路
75612,202,规划公路
75613,202,规划公路
75614,202,规划公路
75615,202,规划公路
75616,202,规划公路
75617,202,规划公路
75618,202,规划公路
75619,202,规划公路
75620,202,规划公路
75621,202,规划公路
75622,202,规划公路
75623,202,规划公路
75624,202,规划公路
75625,202,规划公路
75626,202,规划公路
75627,202,规划公路
75628,202,规划公路
75629,202,规划公路
75630,202,规划公路
75631,202,规划公路
75632,202,规划公路
75633,202,规划公路
75634,202,规划公路
75635,202,规划公路
75636,202,规划公路
75637,202,规划公路
75638,202,规划公路
75639,202,规划公路
75640,202,规划公路
75641,202,规划公路
75642,202,规划公路
75643,202,规划公路
75644,202,规划公路
75645,202,规划公路
75646,202,规划公路
75647,202,规划公路
75648,202,规划公路
75649,202,规划公路
75650,202,规划公路
75651,202,规划公路
75652,202,规划公路
75653,202,规划公路
75654,202,规划公路
75655,202,规划公路
75656,202,规划公路
75657,202,规划公路
75658,202,规划公路
75659,202,规划公路
75660,202,规划公路
75661,202,规划公路
75662,202,规划公路
75663,202,规划公路
75664,202,规划公路
75665,202,规划公路
75666,202,规划公路
75667,202,规划公路
75668,202,规划公路
75669,202,规划公路
75670,202,规划公路
75671,202,规划公路
75672,202,规划公路
75673,202,规划公路
75674,202,规划公路
75675,202,规划公路
75676,202,规划公路
75677,202,规划公路
75678,202,规划公路
75679,202,规划公路
75680,202,规划公路
75681,202,规划公路
75682,202,规划公路
75683,202,规划公路
75684,202,规划公路
75685,202,规划公路
75686,202,规划公路
75687,202,规划公路
75688,202,规划公路
75689,202,规划公路
75690,202,规划公路
75691,204,规划铁路
75692,204,规划铁路
75693,204,规划铁路
75694,20,一般农地区
75695,20,一般农地区
75696,20,一般农地区
75697,20,一般农地区
75698,20,一般农地区
75699,20,一般农地区
75700,20,一般农地区
75701,20,一般农地区
75702,20,一般农地区
75703,20,一般农地区
75704,20,一般农地区
75705,20,一般农地区
75706,20,一般农地区
75707,20,一般农地区
75708,20,一般农地区
75709,20,一般农地区
75710,20,一般农地区
75711,20,一般农地区
75712,20,一般农地区
75713,20,一般农地区
75714,20,一般农地区
75715,20,一般农地区
75716,20,一般农地区
75717,20,一般农地区
75718,20,一般农地区
75719,20,一般农地区
75720,20,一般农地区
75721,20,一般农地区
75722,20,一般农地区
75723,20,一般农地区
75724,20,一般农地区
75725,20,一般农地区
75726,20,一般农地区
75727,20,一般农地区
75728,20,一般农地区
75729,20,一般农地区
75730,20,一般农地区
75731,20,一般农地区
75732,20,一般农地区
75733,20,一般农地区
75734,20,一般农地区
75735,20,一般农地区
75736,20,一般农地区
75737,20,一般农地区
75738,20,一般农地区
75739,20,一般农地区
75740,20,一般农地区
75741,20,一般农地区
75742,20,一般农地区
75743,20,一般农地区
75744,20,一般农地区
75745,20,一般农地区
75746,20,一般农地区
75747,20,一般农地区
75748,20,一般农地区
75749,20,一般农地区
75750,20,一般农地区
75751,20,一般农地区
75752,20,一般农地区
75753,20,一般农地区
75754,20,一般农地区
75755,20,一般农地区
75756,20,一般农地区
75757,20,一般农地区
75758,20,一般农地区
75759,20,一般农地区
75760,20,一般农地区
75761,20,一般农地区
75762,20,一般农地区
75763,20,一般农地区
75764,20,一般农地区
75765,20,一般农地区
75766,20,一般农地区
75767,20,一般农地区
75768,20,一般农地区
75769,20,一般农地区
75770,20,一般农地区
75771,20,一般农地区
75772,20,一般农地区
75773,20,一般农地区
75774,20,一般农地区
75775,20,一般农地区
75776,20,一般农地区
75777,20,一般农地区
75778,20,一般农地区
75779,20,一般农地区
75780,20,一般农地区
75781,20,一般农地区
75782,20,一般农地区
75783,20,一般农地区
75784,20,一般农地区
75785,20,一般农地区
75786,20,一般农地区
75787,20,一般农地区
75788,20,一般农地区
75789,20,一般农地区
75790,20,一般农地区
75791,20,一般农地区
75792,20,一般农地区
75793,20,一般农地区
75794,20,一般农地区
75795,20,一般农地区
75796,20,一般农地区
75797,20,一般农地区
75798,20,一般农地区
75799,20,一般农地区
75800,20,一般农地区
75801,20,一般农地区
75802,20,一般农地区
75803,20,一般农地区
75804,20,一般农地区
75805,20,一般农地区
75806,20,一般农地区
75807,20,一般农地区
75808,20,一般农地区
75809,20,一般农地区
75810,20,一般农地区
75811,20,一般农地区
75812,20,一般农地区
75813,20,一般农地区
75814,20,一般农地区
75815,20,一般农地区
75816,20,一般农地区
75817,20,一般农地区
75818,20,一般农地区
75819,20,一般农地区
75820,20,一般农地区
75821,20,一般农地区
75822,20,一般农地区
75823,20,一般农地区
75824,20,一般农地区
75825,20,一般农地区
75826,20,一般农地区
75827,20,一般农地区
75828,20,一般农地区
75829,20,一般农地区
75830,20,一般农地区
75831,20,一般农地区
75832,20,一般农地区
75833,20,一般农地区
75834,20,一般农地区
75835,20,一般农地区
75836,20,一般农地区
75837,20,一般农地区
75838,20,一般农地区
75839,20,一般农地区
75840,20,一般农地区
75841,20,一般农地区
75842,20,一般农地区
75843,20,一般农地区
75844,20,一般农地区
75845,20,一般农地区
75846,20,一般农地区
75847,20,一般农地区
75848,20,一般农地区
75849,20,一般农地区
75850,20,一般农地区
75851,20,一般农地区
75852,20,一般农地区
75853,20,一般农地区
75854,20,一般农地区
75855,20,一般农地区
75856,20,一般农地区
75857,20,一般农地区
75858,20,一般农地区
75859,20,一般农地区
75860,20,一般农地区
75861,20,一般农地区
75862,20,一般农地区
75863,20,一般农地区
75864,20,一般农地区
75865,20,一般农地区
75866,20,一般农地区
75867,20,一般农地区
75868,20,一般农地区
75869,20,一般农地区
75870,20,一般农地区
75871,20,一般农地区
75872,20,一般农地区
75873,20,一般农地区
75874,20,一般农地区
75875,20,一般农地区
75876,20,一般农地区
75877,20,一般农地区
75878,20,一般农地区
75879,20,一般农地区
75880,20,一般农地区
75881,20,一般农地区
75882,20,一般农地区
75883,20,一般农地区
75884,20,一般农地区
75885,20,一般农地区
75886,20,一般农地区
75887,20,一般农地区
75888,20,一般农地区
75889,20,一般农地区
75890,20,一般农地区
75891,20,一般农地区
75892,20,一般农地区
75893,20,一般农地区
75894,20,一般农地区
75895,20,一般农地区
75896,20,一般农地区
75897,20,一般农地区
75898,20,一般农地区
75899,20,一般农地区
75900,20,一般农地区
75901,20,一般农地区
75902,20,一般农地区
75903,20,一般农地区
75904,20,一般农地区
75905,20,一般农地区
75906,20,一般农地区
75907,20,一般农地区
75908,20,一般农地区
75909,20,一般农地区
75910,20,一般农地区
75911,20,一般农地区
75912,20,一般农地区
75913,20,一般农地区
75914,20,一般农地区
75915,209,其他建设用地
75916,209,其他建设用地
75917,209,其他建设用地
75918,209,其他建设用地
75919,209,其他建设用地
75920,209,其他建设用地
75921,209,其他建设用地
75922,209,其他建设用地
75923,209,其他建设用地
75924,209,其他建设用地
75925,209,其他建设用地
75926,209,其他建设用地
75927,209,其他建设用地
75928,209,其他建设用地
75929,209,其他建设用地
75930,209,其他建设用地
75931,209,其他建设用地
75932,209,其他建设用地
75933,209,其他建设用地
75934,209,其他建设用地
75935,209,其他建设用地
75936,209,其他建设用地
75937,209,其他建设用地
75938,209,其他建设用地
75939,209,其他建设用地
75940,209,其他建设用地
75941,209,其他建设用地
75942,209,其他建设用地
75943,209,其他建设用地
75944,209,其他建设用地
75945,209,其他建设用地
75946,209,其他建设用地
75947,209,其他建设用地
75948,209,其他建设用地
75949,31,城镇建设用地区
75950,31,城镇建设用地区
75951,31,城镇建设用地区
75952,31,城镇建设用地区
75953,31,城镇建设用地区
75954,31,城镇建设用地区
75955,31,城镇建设用地区
75956,31,城镇建设用地区
75957,31,城镇建设用地区
75958,31,城镇建设用地区
75959,31,城镇建设用地区
75960,31,城镇建设用地区
75961,31,城镇建设用地区
75962,31,城镇建设用地区
75963,31,城镇建设用地区
75964,31,城镇建设用地区
75965,31,城镇建设用地区
75966,31,城镇建设用地区
75967,31,城镇建设用地区
75968,31,城镇建设用地区
75969,31,城镇建设用地区
75970,31,城镇建设用地区
75971,31,城镇建设用地区
75972,31,城镇建设用地区
75973,31,城镇建设用地区
75974,31,城镇建设用地区
75975,31,城镇建设用地区
75976,31,城镇建设用地区
75977,31,城镇建设用地区
75978,31,城镇建设用地区
75979,31,城镇建设用地区
75980,31,城镇建设用地区
75981,31,城镇建设用地区
75982,31,城镇建设用地区
75983,31,城镇建设用地区
75984,31,城镇建设用地区
75985,31,城镇建设用地区
75986,31,城镇建设用地区
75987,31,城镇建设用地区
75988,31,城镇建设用地区
75989,31,城镇建设用地区
75990,31,城镇建设用地区
75991,31,城镇建设用地区
75992,31,城镇建设用地区
75993,31,城镇建设用地区
75994,31,城镇建设用地区
75995,31,城镇建设用地区
75996,31,城镇建设用地区
75997,31,城镇建设用地区
75998,31,城镇建设用地区
75999,31,城镇建设用地区
76000,31,城镇建设用地区
76001,31,城镇建设用地区
76002,31,城镇建设用地区
76003,31,城镇建设用地区
76004,31,城镇建设用地区
76005,31,城镇建设用地区
76006,31,城镇建设用地区
76007,31,城镇建设用地区
76008,31,城镇建设用地区
76009,31,城镇建设用地区
76010,31,城镇建设用地区
76011,31,城镇建设用地区
76012,10,基本农田保护区
76013,10,基本农田保护区
76014,10,基本农田保护区
76015,10,基本农田保护区
76016,10,基本农田保护区
76017,10,基本农田保护区
76018,10,基本农田保护区
76019,10,基本农田保护区
76020,10,基本农田保护区
76021,10,基本农田保护区
76022,10,基本农田保护区
76023,10,基本农田保护区
76024,10,基本农田保护区
76025,10,基本农田保护区
76026,10,基本农田保护区
76027,10,基本农田保护区
76028,10,基本农田保护区
76029,10,基本农田保护区
76030,10,基本农田保护区
76031,10,基本农田保护区
76032,10,基本农田保护区
76033,10,基本农田保护区
76034,10,基本农田保护区
76035,10,基本农田保护区
76036,10,基本农田保护区
76037,10,基本农田保护区
76038,10,基本农田保护区
76039,10,基本农田保护区
76040,10,基本农田保护区
76041,10,基本农田保护区
76042,10,基本农田保护区
76043,10,基本农田保护区
76044,10,基本农田保护区
76045,10,基本农田保护区
76046,10,基本农田保护区
76047,10,基本农田保护区
76048,10,基本农田保护区
76049,10,基本农田保护区
76050,10,基本农田保护区
76051,10,基本农田保护区
76052,10,基本农田保护区
76053,10,基本农田保护区
76054,10,基本农田保护区
76055,10,基本农田保护区
76056,10,基本农田保护区
76057,10,基本农田保护区
76058,10,基本农田保护区
76059,10,基本农田保护区
76060,32,村镇建设用地区
76061,32,村镇建设用地区
76062,32,村镇建设用地区
76063,32,村镇建设用地区
76064,32,村镇建设用地区
76065,32,村镇建设用地区
76066,32,村镇建设用地区
76067,32,村镇建设用地区
76068,32,村镇建设用地区
76069,32,村镇建设用地区
76070,32,村镇建设用地区
76071,32,村镇建设用地区
76072,32,村镇建设用地区
76073,32,村镇建设用地区
76074,32,村镇建设用地区
76075,32,村镇建设用地区
76076,32,村镇建设用地区
76077,32,村镇建设用地区
76078,32,村镇建设用地区
76079,32,村镇建设用地区
76080,32,村镇建设用地区
76081,32,村镇建设用地区
76082,32,村镇建设用地区
76083,32,村镇建设用地区
76144,32,村镇建设用地区
76145,32,村镇建设用地区
76146,32,村镇建设用地区
76147,32,村镇建设用地区
76148,32,村镇建设用地区
76149,32,村镇建设用地区
76150,32,村镇建设用地区
76151,32,村镇建设用地区
76152,32,村镇建设用地区
76153,32,村镇建设用地区
76154,32,村镇建设用地区
76155,32,村镇建设用地区
76156,32,村镇建设用地区
76157,40,独立工矿区
76158,40,独立工矿区
76159,40,独立工矿区
76160,40,独立工矿区
76161,40,独立工矿区
76162,40,独立工矿区
76163,40,独立工矿区
76164,40,独立工矿区
76165,40,独立工矿区
76166,40,独立工矿区
76167,40,独立工矿区
76168,40,独立工矿区
76169,40,独立工矿区
76170,40,独立工矿区
76171,40,独立工矿区
76172,40,独立工矿区
76173,40,独立工矿区
76174,40,独立工矿区
76175,40,独立工矿区
76176,40,独立工矿区
76177,40,独立工矿区
76178,40,独立工矿区
76179,40,独立工矿区
76180,40,独立工矿区
76181,40,独立工矿区
76182,40,独立工矿区
76183,40,独立工矿区
76184,201,现状公路
76185,201,现状公路
76186,201,现状公路
76187,201,现状公路
76188,201,现状公路
76189,201,现状公路
76190,201,现状公路
76191,201,现状公路
76192,201,现状公路
76193,201,现状公路
76194,201,现状公路
76195,201,现状公路
76196,201,现状公路
76197,201,现状公路
76198,201,现状公路
76199,201,现状公路
76200,201,现状公路
76201,201,现状公路
76202,201,现状公路
76203,201,现状公路
76204,201,现状公路
76205,201,现状公路
76206,201,现状公路
76207,201,现状公路
76208,201,现状公路
76209,201,现状公路
76210,201,现状公路
76211,201,现状公路
76212,205,现状河流水系
76213,205,现状河流水系
76214,205,现状河流水系
76215,205,现状河流水系
76216,208,自然保留地
76217,202,规划公路
76218,202,规划公路
76219,202,规划公路
76220,202,规划公路
76221,202,规划公路
76222,202,规划公路
76223,202,规划公路
76224,202,规划公路
76225,202,规划公路
76226,202,规划公路
76227,202,规划公路
76228,202,规划公路
76229,202,规划公路
76230,202,规划公路
76231,202,规划公路
76232,202,规划公路
76233,202,规划公路
76234,202,规划公路
76235,202,规划公路
76236,202,规划公路
76237,202,规划公路
76238,202,规划公路
76239,202,规划公路
76240,202,规划公路
76241,202,规划公路
76242,202,规划公路
76243,202,规划公路
76244,202,规划公路
76245,202,规划公路
76246,202,规划公路
76247,202,规划公路
76248,202,规划公路
76249,202,规划公路
76250,202,规划公路
76251,202,规划公路
76252,202,规划公路
76253,202,规划公路
76254,202,规划公路
76255,202,规划公路
76256,202,规划公路
76257,202,规划公路
76258,202,规划公路
76259,202,规划公路
76260,202,规划公路
76261,202,规划公路
76262,202,规划公路
76263,202,规划公路
76264,202,规划公路
76265,202,规划公路
76266,202,规划公路
76267,202,规划公路
76268,202,规划公路
76269,202,规划公路
76270,202,规划公路
76271,202,规划公路
76272,202,规划公路
76273,202,规划公路
76274,202,规划公路
76275,202,规划公路
76276,202,规划公路
76277,202,规划公路
76278,202,规划公路
76279,202,规划公路
76280,202,规划公路
76281,202,规划公路
76282,202,规划公路
76283,202,规划公路
76284,202,规划公路
76285,202,规划公路
76286,202,规划公路
76287,202,规划公路
76288,202,规划公路
76289,202,规划公路
76290,202,规划公路
76291,202,规划公路
76292,202,规划公路
76293,202,规划公路
76294,202,规划公路
76295,202,规划公路
76296,202,规划公路
76297,202,规划公路
76298,202,规划公路
76299,202,规划公路
76300,202,规划公路
76301,202,规划公路
76302,202,规划公路
76303,202,规划公路
76304,202,规划公路
76305,202,规划公路
76306,20,一般农地区
76307,20,一般农地区
76308,20,一般农地区
76309,20,一般农地区
76310,20,一般农地区
76311,20,一般农地区
76312,20,一般农地区
76313,20,一般农地区
76314,20,一般农地区
76315,20,一般农地区
76316,20,一般农地区
76317,20,一般农地区
76318,20,一般农地区
76319,20,一般农地区
76320,20,一般农地区
76321,20,一般农地区
76322,20,一般农地区
76323,20,一般农地区
76324,20,一般农地区
76325,20,一般农地区
76326,20,一般农地区
76327,20,一般农地区
76328,20,一般农地区
76329,20,一般农地区
76330,20,一般农地区
76331,20,一般农地区
